Genome accession,Genus,Species,Strain,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Replicon_23
GCF_002189675.2_ASM218967v2,Streptomyces,alboflavus,MDJK44,"72,09","70,07","67,46",,,,,,,,,,,,,,,,,,,,
GCF_000695235.1_ASM69523v1,Streptomyces,albulus,NK660,"72,32","71,21",,,,,,,,,,,,,,,,,,,,,
GCF_018141485.1_ASM1814148v1,Streptomyces,alfalfae,XN-04,"72,06","71,85",,,,,,,,,,,,,,,,,,,,,
GCF_001267885.1_ASM126788v1,Streptomyces,ambofaciens,ATCC_23877,"72,22","69,19",,,,,,,,,,,,,,,,,,,,,
GCF_020783455.1_ASM2078345v1,Streptomyces,anulatus,YINM00001,"71,72","69,14",,,,,,,,,,,,,,,,,,,,,
GCF_010669165.1_ASM1066916v1,Streptomyces,aureoverticillatus,HN6,"71,51","70,44",,,,,,,,,,,,,,,,,,,,,
GCF_001983975.1_ASM198397v1,Streptomyces,autolyticus,CGMCC0516,"71,14","70,94","87,48","70,94","83,29","70,91","70,92","70,9",,,,,,,,,,,,,,,
GCF_000009765.2_ASM976v2,Streptomyces,avermitilis,MA-4680,"70,72","69,25",,,,,,,,,,,,,,,,,,,,,
GCF_013364335.1_ASM1336433v1,Streptomyces,buecherae,NA00687,"72,87","70,73",,,,,,,,,,,,,,,,,,,,,
GCF_003261055.1_ASM326105v1,Streptomyces,cadmiisoli,ZFG47,"70,94","69,05",,,,,,,,,,,,,,,,,,,,,
GCF_016906185.1_ASM1690618v1,Streptomyces,californicus,FDAARGOS_1209,"72,64","69,65","70,28",,,,,,,,,,,,,,,,,,,,
GCF_016906205.1_ASM1690620v1,Streptomyces,californicus,FDAARGOS_1212,"72,63","69,33","70,94","72,23","71,93",,,,,,,,,,,,,,,,,,
GCF_016906225.1_ASM1690622v1,Streptomyces,californicus,FDAARGOS_1211,"72,64","69,63","69,34","29,57","29,43",,,,,,,,,,,,,,,,,,
GCF_016906245.1_ASM1690624v1,Streptomyces,californicus,FDAARGOS_1213,"72,63","69,33","72,23","71,91","70,61","31,8",,,,,,,,,,,,,,,,,
GCF_016906265.1_ASM1690626v1,Streptomyces,californicus,FDAARGOS_1210,"72,59","69,12","69,49",,,,,,,,,,,,,,,,,,,,
GCF_000237305.1_ASM23730v1,Streptomyces,cattleya,NRRL_8057,"72,94","73,27",,,,,,,,,,,,,,,,,,,,,
GCF_024365045.1_ASM2436504v1,Streptomyces,cavourensis,F2,"72,02","69,44",,,,,,,,,,,,,,,,,,,,,
GCF_001693675.1_ASM169367v1,Streptomyces,clavuligerus,F613-1,"72,69","71,82",,,,,,,,,,,,,,,,,,,,,
GCF_003454755.1_ASM345475v1,Streptomyces,clavuligerus,F1D-5,"72,66","71,89","70,12",,,,,,,,,,,,,,,,,,,,
GCF_005519465.1_ASM551946v1,Streptomyces,clavuligerus,ATCC_27064,"72,67","71,85",,,,,,,,,,,,,,,,,,,,,
GCF_015708605.1_ASM1570860v1,Streptomyces,clavuligerus,ATCC_27064,"72,67","71,86","70,06","71,94",,,,,,,,,,,,,,,,,,,
GCF_015767755.1_ASM1576775v1,Streptomyces,clavuligerus,F1D4,"72,7","71,84","74,09","73,19","74,35",,,,,,,,,,,,,,,,,,
GCF_015767795.1_ASM1576779v1,Streptomyces,clavuligerus,F1D10,"72,69","71,82","74,58",,,,,,,,,,,,,,,,,,,,
GCF_015767815.1_ASM1576781v1,Streptomyces,clavuligerus,F1D14,"72,7","71,85","74,54",,,,,,,,,,,,,,,,,,,,
GCF_015767915.1_ASM1576791v1,Streptomyces,clavuligerus,F1D35,"72,69","71,82","74,46",,,,,,,,,,,,,,,,,,,,
GCF_000444875.1_ASM44487v1,Streptomyces,collinus,Tu_365,"72,6","68,29","69,88",,,,,,,,,,,,,,,,,,,,
GCF_003675325.1_ASM367532v1,Streptomyces,dangxiongensis,Z022,"72,16","67,19",,,,,,,,,,,,,,,,,,,,,
GCF_002946835.1_ASM294683v1,Streptomyces,dengpaensis,XZHG99,"69,91","70,61","70,66",,,,,,,,,,,,,,,,,,,,
GCF_023498005.1_ASM2349800v1,Streptomyces,durmitorensis,MS405,"70,43","71,27",,,,,,,,,,,,,,,,,,,,,
GCF_014216315.1_ASM1421631v1,Streptomyces,finlayi,NBSH44,70,"69,7",,,,,,,,,,,,,,,,,,,,,
GCF_022647665.1_ASM2264766v1,Streptomyces,formicae,1H-GS9,"70,83","68,43",,,,,,,,,,,,,,,,,,,,,
GCF_013364315.1_ASM1336431v1,Streptomyces,fulvissimus,NA06532,"71,54","68,37","68,8",,,,,,,,,,,,,,,,,,,,
GCF_003665435.1_ASM366543v1,Streptomyces,fungicidicus,TXX3120,"72,14","72,78",,,,,,,,,,,,,,,,,,,,,
GCF_014489615.1_ASM1448961v1,Streptomyces,genisteinicus,CRPJ-33,"73,39","74,48","71,38",,,,,,,,,,,,,,,,,,,,
GCF_000761215.1_ASM76121v1,Streptomyces,glaucescens,GLA.O,73,"69,06",,,,,,,,,,,,,,,,,,,,,
GCF_000261345.2_ASM26134v2,Streptomyces,globisporus,C-1027,"71,59","69,49","70,89",,,,,,,,,,,,,,,,,,,,
GCF_003147545.1_ASM314754v1,Streptomyces,globisporus,TFH56,"71,6","69,46","67,92",,,,,,,,,,,,,,,,,,,,
GCF_003325375.1_ASM332537v1,Streptomyces,globosus,LZH-48,"73,73","73,36","70,26",,,,,,,,,,,,,,,,,,,,
GCF_014673495.1_ASM1467349v1,Streptomyces,griseofuscus,DSM_40191,"71,63","72,71","70,38","70,2",,,,,,,,,,,,,,,,,,,
GCF_000245355.1_ASM24535v1,Streptomyces,hygroscopicus,5008,"71,89",69,"70,94",,,,,,,,,,,,,,,,,,,,
GCF_001447075.1_ASM144707v1,Streptomyces,hygroscopicus,KCTC_1717,"72,08","71,4",,,,,,,,,,,,,,,,,,,,,
GCF_016803985.1_ASM1680398v1,Streptomyces,koyangensis,SCSIO_5802,"73,23","75,46",,,,,,,,,,,,,,,,,,,,,
GCF_002803845.1_ASM280384v1,Streptomyces,lavendulae,CCM_3239,"72,63","72,12",,,,,,,,,,,,,,,,,,,,,
GCF_001013905.1_sleC34,Streptomyces,leeuwenhoekii,C34_(=_DSM_42122_=_NRRL_B-24963),"72,77","69,67","69,15",,,,,,,,,,,,,,,,,,,,
GCF_003054555.1_ASM305455v1,Streptomyces,lunaelactis,MM109,"69,75","69,67","71,36",,,,,,,,,,,,,,,,,,,,
GCF_002591335.1_ASM259133v1,Streptomyces,malaysiensis,DSM_4137,"71,1","69,97",,,,,,,,,,,,,,,,,,,,,
GCF_018310535.1_ASM1831053v1,Streptomyces,mirabilis,P16B-1,"70,21","70,66",,,,,,,,,,,,,,,,,,,,,
GCF_020099395.1_ASM2009939v1,Streptomyces,mobaraensis,DSM_40587,"73,06","72,22",,,,,,,,,,,,,,,,,,,,,
GCF_022759525.1_ASM2275952v1,Streptomyces,mobaraensis,DSM_40587,"73,06","73,4",,,,,,,,,,,,,,,,,,,,,
GCF_001660045.1_ASM166004v1,Streptomyces,parvulus,2297,"72,8","71,92",,,,,,,,,,,,,,,,,,,,,
GCF_009184865.1_ASM918486v1,Streptomyces,phaeolivaceus,GY16,"70,85","71,85",,,,,,,,,,,,,,,,,,,,,
GCF_023923245.1_ASM2392324v1,Streptomyces,phaeoluteigriseus,Qhu-M197,"71,56","68,46","68,51",,,,,,,,,,,,,,,,,,,,
GCF_016804005.1_ASM1680400v1,Streptomyces,pratensis,S10,"70,53","69,05",,,,,,,,,,,,,,,,,,,,,
GCF_006229535.1_ASM622953v1,Streptomyces,rimosus,WT5260,"71,96","69,57",,,,,,,,,,,,,,,,,,,,,
GCF_024218735.1_ASM2421873v1,Streptomyces,rimosus,HP126,"72,02","70,44",,,,,,,,,,,,,,,,,,,,,
GCF_024223055.1_ASM2422305v1,Streptomyces,rimosus,DV3,"72,01","72,13",,,,,,,,,,,,,,,,,,,,,
GCF_014216335.1_ASM1421633v1,Streptomyces,rutgersensis,NBH77,"73,42","69,26",,,,,,,,,,,,,,,,,,,,,
GCF_004328625.1_ASM432862v1,Streptomyces,seoulensis,KCTC_9819,"71,9","68,67",,,,,,,,,,,,,,,,,,,,,
GCF_000364805.1_ASM36480v1,Streptomyces,sp.,PAMC_26508,"71,07","68,52",,,,,,,,,,,,,,,,,,,,,
GCF_000412265.2_ASM41226v2,Streptomyces,sp.,Mg1,"72,26","71,22","71,72","69,08",,,,,,,,,,,,,,,,,,,
GCF_000816025.1_ASM81602v1,Streptomyces,sp.,769,"71,68","68,26",,,,,,,,,,,,,,,,,,,,,
GCF_001278095.1_ASM127809v1,Streptomyces,sp.,CFMR-7,"72,06","69,96",,,,,,,,,,,,,,,,,,,,,
GCF_001431765.1_ASM143176v1,Streptomyces,sp.,FR-008,"73,41","69,34","72,87",,,,,,,,,,,,,,,,,,,,
GCF_001484565.1_ASM148456v1,Streptomyces,sp.,CdTB01,"71,58","69,91",,,,,,,,,,,,,,,,,,,,,
GCF_002028385.1_ASM202838v1,Streptomyces,sp.,3211,"72,09","64,69","66,17",,,,,,,,,,,,,,,,,,,,
GCF_002080455.1_ASM208045v1,Streptomyces,sp.,Sge12,"72,21","69,88",,,,,,,,,,,,,,,,,,,,,
GCF_002094995.1_ASM209499v1,Streptomyces,sp.,S8,"72,31","70,37",,,,,,,,,,,,,,,,,,,,,
GCF_002288075.1_ASM228807v1,Streptomyces,sp.,CLI2905,"73,34","71,21",,,,,,,,,,,,,,,,,,,,,
GCF_002910725.2_ASM291072v2,Streptomyces,sp.,SM17,"73,43","69,9","72,68","74,33",,,,,,,,,,,,,,,,,,,
GCF_002943895.1_ASM294389v1,Streptomyces,sp.,WAC00288,"72,96","68,44","68,25","68,1","68,76",,,,,,,,,,,,,,,,,,
GCF_003173275.1_ASM317327v1,Streptomyces,sp.,NEAU-S7GS2,"70,79","69,41",,,,,,,,,,,,,,,,,,,,,
GCF_003595545.1_ASM359554v1,Streptomyces,sp.,11-1-2,"70,85","71,15",,,,,,,,,,,,,,,,,,,,,
GCF_003721495.1_ASM372149v1,Streptomyces,sp.,ADI95-16,"72,19","70,75","70,39","71,47","71,35",,,,,,,,,,,,,,,,,,
GCF_003945525.1_ASM394552v1,Streptomyces,sp.,WAC_01438,"71,97","71,46",,,,,,,,,,,,,,,,,,,,,
GCF_003950035.1_ASM395003v1,Streptomyces,sp.,W1SF4,"73,1","72,93","74,49",,,,,,,,,,,,,,,,,,,,
GCF_004524875.1_ASM452487v1,Streptomyces,sp.,S501,"71,19","67,57",,,,,,,,,,,,,,,,,,,,,
GCF_005490965.1_ASM549096v1,Streptomyces,sp.,SGAir0924,"72,64","71,64","71,29","71,38",,,,,,,,,,,,,,,,,,,
GCF_006088715.1_ASM608871v1,Streptomyces,sp.,YIM_121038,"72,86","67,9",,,,,,,,,,,,,,,,,,,,,
GCF_007113525.2_ASM711352v2,Streptomyces,sp.,RLB1-9,"70,23","68,99","68,68",,,,,,,,,,,,,,,,,,,,
GCF_007113665.2_ASM711366v2,Streptomyces,sp.,S1D4-14,"70,23","68,67","69,08",,,,,,,,,,,,,,,,,,,,
GCF_009495655.1_ASM949565v1,Streptomyces,sp.,SYP-A7193,"72,19","70,86","72,65",,,,,,,,,,,,,,,,,,,,
GCF_009789635.1_ASM978963v1,Streptomyces,sp.,QHH-9511,"71,34","69,42",,,,,,,,,,,,,,,,,,,,,
GCF_010384365.1_ASM1038436v1,Streptomyces,sp.,S4.7,"70,72","70,92","70,37",,,,,,,,,,,,,,,,,,,,
GCF_010523235.1_ASM1052323v1,Streptomyces,sp.,604F,"73,1","69,32",,,,,,,,,,,,,,,,,,,,,
GCF_011751035.2_ASM1175103v2,Streptomyces,sp.,MBT27,"71,19","69,23",,,,,,,,,,,,,,,,,,,,,
GCF_013364155.1_ASM1336415v1,Streptomyces,sp.,NA02950,"71,05","71,4",,,,,,,,,,,,,,,,,,,,,
GCF_013364375.1_ASM1336437v1,Streptomyces,sp.,NA03103,"72,21","70,36","68,82",,,,,,,,,,,,,,,,,,,,
GCF_013423905.1_ASM1342390v1,Streptomyces,sp.,NEAU-sy36,"72,5","68,74","68,56","69,81",,,,,,,,,,,,,,,,,,,
GCF_014621695.1_ASM1462169v1,Streptomyces,sp.,CRXT-Y-14,"72,1","73,27","71,7",,,,,,,,,,,,,,,,,,,,
GCF_016598615.1_ASM1659861v1,Streptomyces,sp.,ZYC-3,"70,21","70,56",,,,,,,,,,,,,,,,,,,,,
GCF_016756395.1_ASM1675639v1,Streptomyces,sp.,SN-593,"73,62","70,96","68,56",,,,,,,,,,,,,,,,,,,,
GCF_017311125.1_ASM1731112v1,Streptomyces,sp.,M54,"72,65","69,55",,,,,,,,,,,,,,,,,,,,,
GCF_017358145.1_ASM1735814v1,Streptomyces,sp.,CA-256286,"71,57","68,37",,,,,,,,,,,,,,,,,,,,,
GCF_018128905.1_ASM1812890v1,Streptomyces,sp.,A2-16,"70,89","68,39",,,,,,,,,,,,,,,,,,,,,
GCF_019774615.1_ASM1977461v1,Streptomyces,sp.,BHT-5-2,"71,98","71,42",,,,,,,,,,,,,,,,,,,,,
GCF_020034615.1_ASM2003461v1,Streptomyces,sp.,A144,"72,62","69,08",,,,,,,,,,,,,,,,,,,,,
GCF_020535385.1_ASM2053538v1,Streptomyces,sp.,WA1-19,"73,33","73,6",,,,,,,,,,,,,,,,,,,,,
GCF_020616555.1_ASM2061655v1,Streptomyces,sp.,BH-MK-02,"70,46","67,89",,,,,,,,,,,,,,,,,,,,,
GCF_021233395.1_ASM2123339v1,Streptomyces,sp.,HNM0561,"71,03","70,86",,,,,,,,,,,,,,,,,,,,,
GCF_021665875.1_ASM2166587v1,Streptomyces,sp.,AMCC400023,"71,29","71,48","69,29",,,,,,,,,,,,,,,,,,,,
GCF_022026295.1_ASM2202629v1,Streptomyces,sp.,NBU3104,"73,33","69,82",,,,,,,,,,,,,,,,,,,,,
GCF_022760275.1_ASM2276027v1,Streptomyces,sp.,891-h,"71,11","68,31",,,,,,,,,,,,,,,,,,,,,
GCF_023273835.1_ASM2327383v1,Streptomyces,sp.,LRE541,"70,85","67,79",,,,,,,,,,,,,,,,,,,,,
GCF_023515955.1_ASM2351595v1,Streptomyces,sp.,RerS4,"72,17","72,68",,,,,,,,,,,,,,,,,,,,,
GCF_023702655.1_ASM2370265v1,Streptomyces,sp.,Caat_7-52,"72,17","70,49",,,,,,,,,,,,,,,,,,,,,
GCF_024442335.1_ASM2444233v1,Streptomyces,sp.,CRCS-T-1,"71,23","69,42",,,,,,,,,,,,,,,,,,,,,
GCF_008632955.1_ASM863295v1,Streptomyces,tendae,139,"72,47","67,84","69,04",,,,,,,,,,,,,,,,,,,,
GCF_003932715.1_ASM393271v1,Streptomyces,tsukubensis,NRRL_18488,"71,87","71,13","70,02",,,,,,,,,,,,,,,,,,,,
GCF_009296025.1_ASM929602v1,Streptomyces,tsukubensis,AT3,"70,44","68,68",,,,,,,,,,,,,,,,,,,,,
GCF_001886595.1_ASM188659v1,Streptomyces,venezuelae,NRRL_B-65442,"72,47","70,06",,,,,,,,,,,,,,,,,,,,,
GCF_000830005.1_ASM83000v1,Streptomyces,vietnamensis,GIM4.0001,"72,09","69,04",,,,,,,,,,,,,,,,,,,,,
GCF_000147815.2_ASM14781v3,Streptomyces,violaceusniger,Tu_4113,"70,97","68,24","69,7",,,,,,,,,,,,,,,,,,,,
GCF_003544875.1_ASM354487v1,Vibrio,alfacsensis,CAIM_1831,"44,41","43,79","43,32",,,,,,,,,,,,,,,,,,,,
GCF_019670025.1_ASM1967002v1,Vibrio,alfacsensis,04Ya249,"44,33","43,63","41,89","40,03",,,,,,,,,,,,,,,,,,,
GCF_019670485.1_ASM1967048v1,Vibrio,alfacsensis,04Ya108,"44,37","43,81","41,83","43,47",,,,,,,,,,,,,,,,,,,
GCF_009601765.2_ASM960176v2,Vibrio,algicola,SM1977,"42,51","42,06","38,23",,,,,,,,,,,,,,,,,,,,
GCF_001469735.1_ASM146973v1,Vibrio,alginolyticus,ATCC_33787,"44,65","44,69","41,34","44,28","45,99",,,,,,,,,,,,,,,,,,
GCF_001679745.1_ASM167974v1,Vibrio,alginolyticus,ZJ-T,"44,75","44,64",,,,,,,,,,,,,,,,,,,,,
GCF_002119505.2_ASM211950v2,Vibrio,alginolyticus,K01M1,"44,5","44,78","44,14",,,,,,,,,,,,,,,,,,,,
GCF_002119525.1_ASM211952v1,Vibrio,alginolyticus,K08M4,"44,2","43,79",,,,,,,,,,,,,,,,,,,,,
GCF_002953515.1_ASM295351v1,Vibrio,alginolyticus,FDAARGOS_108,"44,46","44,62","43,36",,,,,,,,,,,,,,,,,,,,
GCF_009763085.1_ASM976308v1,Vibrio,alginolyticus,2014V-1011,"44,66","44,62","44,94","51,71",,,,,,,,,,,,,,,,,,,
GCF_009763845.1_ASM976384v1,Vibrio,alginolyticus,2010V-1102,"44,72","44,61","43,64",,,,,,,,,,,,,,,,,,,,
GCF_013368735.1_ASM1336873v1,Vibrio,alginolyticus,GS_MYPK1,"44,74","44,62","39,01","44,54","49,41",,,,,,,,,,,,,,,,,,
GCF_022343085.1_ASM2234308v1,Vibrio,alginolyticus,FJV2,"44,64","44,64","42,83","42,83",,,,,,,,,,,,,,,,,,,
GCF_022343105.1_ASM2234310v1,Vibrio,alginolyticus,HNV2,"44,77","44,58","46,1",,,,,,,,,,,,,,,,,,,,
GCF_022343125.1_ASM2234312v1,Vibrio,alginolyticus,HYV1,"44,7","44,58","39,65",,,,,,,,,,,,,,,,,,,,
GCF_023650915.1_ASM2365091v1,Vibrio,alginolyticus,E110,"44,73","44,59","48,52",,,,,,,,,,,,,,,,,,,,
GCF_000217675.1_ASM21767v1,Vibrio,anguillarum,775,"44,65","44,09",,,,,,,,,,,,,,,,,,,,,
GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1,Vibrio,anguillarum,NB10,"44,7","43,6","42,64",,,,,,,,,,,,,,,,,,,,
GCF_002211505.1_ASM221150v1,Vibrio,anguillarum,87-9-116,"44,71","43,44",,,,,,,,,,,,,,,,,,,,,
GCF_002212005.1_ASM221200v1,Vibrio,anguillarum,S3_4/9,"44,96","43,52",,,,,,,,,,,,,,,,,,,,,
GCF_002287545.1_ASM228754v1,Vibrio,anguillarum,VIB43,"44,71","44,12","44,52",,,,,,,,,,,,,,,,,,,,
GCF_002291265.1_ASM229126v1,Vibrio,anguillarum,ATCC-68554,"44,67","44,15","42,57",,,,,,,,,,,,,,,,,,,,
GCF_002310335.1_ASM231033v1,Vibrio,anguillarum,VIB12,"44,95","43,93","41,9",,,,,,,,,,,,,,,,,,,,
GCF_003399575.2_ASM339957v2,Vibrio,anguillarum,J360,"44,62","44,06","43,67",,,,,,,,,,,,,,,,,,,,
GCF_003595585.1_ASM359558v1,Vibrio,anguillarum,MHK3,"45,08","43,68",,,,,,,,,,,,,,,,,,,,,
GCF_021610025.1_ASM2161002v1,Vibrio,anguillarum,J382,"44,64","44,04","42,6","42,59",,,,,,,,,,,,,,,,,,,
GCF_000024825.1_ASM2482v1,Vibrio,antiquarius,EX25,"44,88","44,95",,,,,,,,,,,,,,,,,,,,,
GCF_002157735.2_ASM215773v2,Vibrio,aphrogenes,CA-1004,"42,26","41,75",,,,,,,,,,,,,,,,,,,,,
GCF_009363415.1_ASM936341v1,Vibrio,aquimaris,THAF100,"42,86","42,06","46,36","38,94",,,,,,,,,,,,,,,,,,,
GCF_010587385.1_ASM1058738v1,Vibrio,astriarenae,HN897,"46,06","44,83",,,,,,,,,,,,,,,,,,,,,
GCF_000091465.1_ASM9146v1,Vibrio,atlanticus,LGP32,"44,04","43,64",,,,,,,,,,,,,,,,,,,,,
GCF_014879975.1_ASM1487997v1,Vibrio,bathopelagicus,Sal10,"44,18","43,92",,,,,,,,,,,,,,,,,,,,,
GCF_001677275.1_ASM167727v1,Vibrio,breoganii,FF50,"45,5","44,77","44,29",,,,,,,,,,,,,,,,,,,,
GCF_000017705.1_ASM1770v1,Vibrio,campbellii,ATCC_BAA-1116;_BB120,"45,55","45,27","43,79",,,,,,,,,,,,,,,,,,,,
GCF_001969325.1_ASM196932v1,Vibrio,campbellii,LMB29,"45,54","45,23","40,37","42,3","39,57","40,76",,,,,,,,,,,,,,,,,
GCF_002140055.1_ASM214005v1,Vibrio,campbellii,20130629003S01,"45,56","45,26","41,41","42,3","39,56","45,9",,,,,,,,,,,,,,,,,
GCF_002142655.1_ASM214265v1,Vibrio,campbellii,LA16-V1,"45,59","45,41","48,48","45,76","42,42","45,07",,,,,,,,,,,,,,,,,
GCF_002906475.1_ASM290647v1,Vibrio,campbellii,BoB-53,"45,63","45,42",,,,,,,,,,,,,,,,,,,,,
GCF_003312585.1_ASM331258v1,Vibrio,campbellii,DS40M4,"45,45","44,51","42,04",,,,,,,,,,,,,,,,,,,,
GCF_003691485.1_ASM369148v1,Vibrio,campbellii,170502,"45,62","45,25","45,89",,,,,,,,,,,,,,,,,,,,
GCF_022453845.1_ASM2245384v1,Vibrio,campbellii,IFL1,"45,64","45,18","45,26","49,33","46,24","42,74","41,01",,,,,,,,,,,,,,,,
GCF_024442155.1_ASM2444215v1,Vibrio,campbellii,LJC015,"45,29","44,38","46,93","41,7",,,,,,,,,,,,,,,,,,,
GCF_024442175.1_ASM2444217v1,Vibrio,campbellii,LJC014,"45,45","44,72","41,85",,,,,,,,,,,,,,,,,,,,
GCF_024442195.1_ASM2444219v1,Vibrio,campbellii,LJC013,"45,36","44,41","39,43","47,5","40,83",,,,,,,,,,,,,,,,,,
GCF_024442215.1_ASM2444221v1,Vibrio,campbellii,LJC012,"45,34","44,66","42,4",,,,,,,,,,,,,,,,,,,,
GCF_024442235.1_ASM2444223v1,Vibrio,campbellii,LJC011,"45,4","44,41","44,84","42,71","50,43","45,2",,,,,,,,,,,,,,,,,
GCF_002218025.2_ASM221802v2,Vibrio,casei,DSM_22364,"40,77","40,42","42,07","43,05","37,58",,,,,,,,,,,,,,,,,,
GCF_004022545.1_ASM402254v1,Vibrio,chagasii,ECSMB14107,"44,49","44,29",,,,,,,,,,,,,,,,,,,,,
GCF_000765415.1_ASM76541v1,Vibrio,cholerae,2012EL-2176,"47,75","47,02","52,36",,,,,,,,,,,,,,,,,,,,
GCF_000788715.2_ASM78871v2,Vibrio,cholerae,2012Env-9,"47,82","47,08",,,,,,,,,,,,,,,,,,,,,
GCF_002313005.1_ASM231300v1,Vibrio,cholerae,ICDC-VC661,"47,68","46,95","51,53",,,,,,,,,,,,,,,,,,,,
GCF_003591575.1_ASM359157v1,Vibrio,cholerae,FORC_073,"47,71","47,28",,,,,,,,,,,,,,,,,,,,,
GCF_008369605.1_ASM836960v1,Vibrio,cholerae,RFB16,"47,72","46,92","41,23",,,,,,,,,,,,,,,,,,,,
GCF_008369625.1_ASM836962v1,Vibrio,cholerae,RFB05,"47,28","46,26",,,,,,,,,,,,,,,,,,,,,
GCF_013357785.1_ASM1335778v1,Vibrio,cholerae,W6G,"47,81","46,57","42,21",,,,,,,,,,,,,,,,,,,,
GCF_013357825.1_ASM1335782v1,Vibrio,cholerae,E7G,"47,77","46,47","46,35",,,,,,,,,,,,,,,,,,,,
GCF_013462495.1_ASM1346249v1,Vibrio,cholerae,VC1374,"47,73","47,06","51,41",,,,,,,,,,,,,,,,,,,,
GCF_015168795.1_ASM1516879v1,Vibrio,cholerae,VC_hf7,"47,79","47,11","42,22","38,99",,,,,,,,,,,,,,,,,,,
GCF_019458465.1_ASM1945846v1,Vibrio,cholerae,ICDC-VC702,"47,62","47,21","54,35",,,,,,,,,,,,,,,,,,,,
GCF_019504425.1_ASM1950442v1,Vibrio,cholerae,PS4,"47,97","46,59",,,,,,,,,,,,,,,,,,,,,
GCF_009763805.1_ASM976380v1,Vibrio,cidicii,2756-81,"47,74","48,15",,,,,,,,,,,,,,,,,,,,,
GCF_009665395.1_ASM966539v1,Vibrio,cincinnatiensis,2409-02,"44,18","42,64",,,,,,,,,,,,,,,,,,,,,
GCF_000763535.1_ASM76353v2,Vibrio,coralliilyticus,OCN014,"45,66","45,32","49,17",,,,,,,,,,,,,,,,,,,,
GCF_001693615.1_ASM169361v1,Vibrio,coralliilyticus,58,"45,77","45,21","44,71",,,,,,,,,,,,,,,,,,,,
GCF_003391375.1_ASM339137v1,Vibrio,coralliilyticus,RE22,"45,6","45,36","50,25",,,,,,,,,,,,,,,,,,,,
GCF_011212705.1_ASM1121270v1,Vibrio,coralliilyticus,OCN008,"45,74","45,3","49,7",,,,,,,,,,,,,,,,,,,,
GCF_024449095.1_ASM2444909v1,Vibrio,coralliilyticus,SCSIO_43001,"44,84","44,49","42,04",,,,,,,,,,,,,,,,,,,,
GCF_023221655.1_ASM2322165v1,Vibrio,crassostreae,ED395,"44,5","44,56",,,,,,,,,,,,,,,,,,,,,
GCF_005144905.1_ASM514490v1,Vibrio,cyclitrophicus,ECSMB14105,"44,01","43,32",,,,,,,,,,,,,,,,,,,,,
GCF_023205975.1_ASM2320597v1,Vibrio,cyclitrophicus,ED008,"44,31","44,1",,,,,,,,,,,,,,,,,,,,,
GCF_023206035.1_ASM2320603v1,Vibrio,cyclitrophicus,ED653,"43,76","43,52","41,29",,,,,,,,,,,,,,,,,,,,
GCF_023206055.1_ASM2320605v1,Vibrio,cyclitrophicus,ED287,"44,21","43,93","49,05",,,,,,,,,,,,,,,,,,,,
GCF_002953335.1_ASM295333v1,Vibrio,diabolicus,FDAARGOS_96,"44,9","44,83","43,96",,,,,,,,,,,,,,,,,,,,
GCF_002953355.1_ASM295335v1,Vibrio,diabolicus,LMG_3418,"44,92","44,75",,,,,,,,,,,,,,,,,,,,,
GCF_002953395.1_ASM295339v1,Vibrio,diabolicus,FDAARGOS_105,"44,94","44,6",,,,,,,,,,,,,,,,,,,,,
GCF_016812015.1_ASM1681201v1,Vibrio,diabolicus,SLV18,"45,1","44,78","41,91","45,9",,,,,,,,,,,,,,,,,,,
GCF_013154935.1_ASM1315493v1,Vibrio,europaeus,NPI-1,"45,01","44,57","48,78",,,,,,,,,,,,,,,,,,,,
GCF_015654285.1_ASM1565428v1,Vibrio,europaeus,07/118_T2,"45,06","44,58","47,55",,,,,,,,,,,,,,,,,,,,
GCF_001558415.2_ASM155841v2,Vibrio,fluvialis,ATCC_33809,"50,04","49,71",,,,,,,,,,,,,,,,,,,,,
GCF_009763185.1_ASM976318v1,Vibrio,fluvialis,2015AW-0077,"49,99","50,58",,,,,,,,,,,,,,,,,,,,,
GCF_009764195.1_ASM976419v1,Vibrio,fluvialis,F8658,"49,9","50,04","44,78",,,,,,,,,,,,,,,,,,,,
GCF_006364355.1_ASM636435v1,Vibrio,furnissii,FDAARGOS_777,"50,79","50,43","45,9",,,,,,,,,,,,,,,,,,,,
GCF_009665335.1_ASM966533v1,Vibrio,furnissii,2419-04,"50,56","50,94","45,49",,,,,,,,,,,,,,,,,,,,
GCF_009763225.1_ASM976322v1,Vibrio,furnissii,2013V-1001,"50,67","50,31",,,,,,,,,,,,,,,,,,,,,
GCF_009763345.1_ASM976334v1,Vibrio,furnissii,2420-04,"50,61","50,94",,,,,,,,,,,,,,,,,,,,,
GCF_021249365.1_ASM2124936v1,Vibrio,furnissii,VFN3,"50,54","50,87","52,67",,,,,,,,,,,,,,,,,,,,
GCF_024220035.1_ASM2422003v1,Vibrio,furnissii,104486766,"50,65","50,07","52,53",,,,,,,,,,,,,,,,,,,,
