Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002163755.1_ASM216375v1,Vibrio,campbellii,ATCC_25920_CAIM_519T,3253249,1850375,74479,,,,,,,,,,,,,,,,,,,,,5178103_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000319475.1_ASM31947v1,Bacillus,velezensis,AS43.3,3961368,,,,,,,,,,,,,,,,,,,,,,,3961368_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000300095.1_ASM30009v1,Paraburkholderia,phenoliruptrix,BR3459a,4152217,2713495,785419,,,,,,,,,,,,,,,,,,,,,7651131_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000829075.1_ASM82907v1,Mycobacterium,avium,TH135,4951217,194711,,,,,,,,,,,,,,,,,,,,,,5145928_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000294635.1_ASM29463v1,Burkholderia,pseudomallei,BPC006,4001777,3153284,,,,,,,,,,,,,,,,,,,,,,7155061_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_000304415.1_RM41,Sinorhizobium,meliloti,Rm41,3679105,1664896,1559666,246023,,,,,,,,,,,,,,,,,,,,7149690_total
Bacteria,Terrabacteria group,,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,GCF_000967115.2_CT1,Clostridium,tetani,12124569,2807481,58369,,,,,,,,,,,,,,,,,,,,,,2865850_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000699465.1_ASM69946v1,Bacillus,subtilis,JH642_substr._AG174,4188369,,,,,,,,,,,,,,,,,,,,,,,4188369_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000298095.1_ASM29809v1,Mycobacterium,intracellulare,MTCC_9506,5589007,,,,,,,,,,,,,,,,,,,,,,,5589007_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000338735.1_ASM33873v1,Bacillus,subtilis,XF-1,4061186,,,,,,,,,,,,,,,,,,,,,,,4061186_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_000320385.2_ASM32038v2,Sinorhizobium,meliloti,GR4,3620713,1701381,1417907,225725,175983,,,,,,,,,,,,,,,,,,,7141709_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_001262015.1_ASM126201v1,Prevotella,fusca,W1435,1828248,1433558,,,,,,,,,,,,,,,,,,,,,,3261806_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018128145.1_ASM1812814v1,Prevotella,fusca,W1435,1828273,1433515,,,,,,,,,,,,,,,,,,,,,,3261788_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018127785.1_ASM1812778v1,Prevotella,scopos,W2052,1860406,1436604,7335,,,,,,,,,,,,,,,,,,,,,3304345_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000567925.1_ASM56792v1,Burkholderia,thailandensis,2002721723,3662415,2914718,,,,,,,,,,,,,,,,,,,,,,6577133_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000494855.1_ASM49485v1,Burkholderia,pseudomallei,NCTC_13179,3997089,3340068,,,,,,,,,,,,,,,,,,,,,,7337157_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_000344805.1_ASM34480v1,Bradyrhizobium,oligotrophicum,S58,8264165,,,,,,,,,,,,,,,,,,,,,,,8264165_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_003047125.1_ASM304712v1,Vibrio,vulnificus,Env1,3241343,1712705,,,,,,,,,,,,,,,,,,,,,,4954048_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000511895.1_ASM51189v1,Burkholderia,pseudomallei,NCTC_13178,4029451,3361913,,,,,,,,,,,,,,,,,,,,,,7391364_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000521645.1_ASM52164v1,Burkholderia,pseudomallei,MSHR146,4067985,3245118,,,,,,,,,,,,,,,,,,,,,,7313103_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959225.1_ASM95922v1,Burkholderia,pseudomallei,MSHR2543,4240604,3205965,,,,,,,,,,,,,,,,,,,,,,7446569_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959205.1_ASM95920v1,Burkholderia,pseudomallei,MSHR491,4088931,3267445,,,,,,,,,,,,,,,,,,,,,,7356376_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000520895.1_ASM52089v1,Burkholderia,pseudomallei,MSHR511,4067942,3248143,,,,,,,,,,,,,,,,,,,,,,7316085_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959185.1_ASM95918v1,Burkholderia,pseudomallei,MSHR840,4021787,3108026,,,,,,,,,,,,,,,,,,,,,,7129813_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000511915.1_ASM51191v1,Burkholderia,pseudomallei,NAU20B-16,4067895,3245956,,,,,,,,,,,,,,,,,,,,,,7313851_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000764575.1_ASM76457v1,Burkholderia,pseudomallei,NAU35A-3,3955135,3248948,,,,,,,,,,,,,,,,,,,,,,7204083_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000698475.1_ASM69847v1,Mycobacterium,tuberculosis,K,4385518,,,,,,,,,,,,,,,,,,,,,,,4385518_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959345.1_ASM95934v1,Burkholderia,pseudomallei,PB08298010,4185347,3190204,,,,,,,,,,,,,,,,,,,,,,7375551_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000583835.1_ASM58383v1,Burkholderia,pseudomallei,MSHR520,4059501,3391010,,,,,,,,,,,,,,,,,,,,,,7450511_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959425.1_ASM95942v1,Burkholderia,thailandensis,2002721643,3808029,2914772,,,,,,,,,,,,,,,,,,,,,,6722801_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000385525.1_ASM38552v1,Burkholderia,thailandensis,MSMB121,3967794,2763585,,,,,,,,,,,,,,,,,,,,,,6731379_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000567945.1_ASM56794v1,Burkholderia,thailandensis,E444,3799595,2852101,,,,,,,,,,,,,,,,,,,,,,6651696_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000567905.1_ASM56790v1,Burkholderia,thailandensis,H0587,3827433,2940942,,,,,,,,,,,,,,,,,,,,,,6768375_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959605.1_ASM95960v1,Burkholderia,thailandensis,34,3896053,2897757,326388,,,,,,,,,,,,,,,,,,,,,7120198_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000765375.1_ASM76537v1,Burkholderia,thailandensis,E254,3805980,2870750,,,,,,,,,,,,,,,,,,,,,,6676730_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000706745.1_ASM70674v1,Burkholderia,thailandensis,USAMRU_Malaysia_#20,3862646,2821713,,,,,,,,,,,,,,,,,,,,,,6684359_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959245.1_ASM95924v1,Burkholderia,ubonensis,MSMB22,3546310,2722556,920205,,,,,,,,,,,,,,,,,,,,,7189071_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000764595.1_ASM76459v1,Burkholderia,thailandensis,MSMB59,3916324,2823176,,,,,,,,,,,,,,,,,,,,,,6739500_total
Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,,Pseudanabaenales,Leptolyngbyaceae,,GCF_002142495.1_ASM214249v1,Leptolyngbya,boryana,dg5,6176365,504942,77793,44369,,,,,,,,,,,,,,,,,,,,6803469_total
Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,,GCF_002949735.1_ASM294973v1,Nostoc,sp.,N6,8214648,213966,167441,66996,44778,44777,41255,30992,29551,22270,21916,,,,,,,,,,,,,8898590_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000717535.1_ASM71753v1,Bacillus,thuringiensis,HD-1,5631672,431546,299843,95983,74480,65873,64522,46634,14870,14721,8513,8240,7635,2062,,,,,,,,,,6766594_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,GCF_000317915.1_ASM31791v1,Enterococcus,faecalis,Symbioflor_1,2810675,,,,,,,,,,,,,,,,,,,,,,,2810675_total
Bacteria,Terrabacteria group,,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,GCF_000807175.1_ASM80717v1,Clostridium,pasteurianum,ATCC_6013,4351893,,,,,,,,,,,,,,,,,,,,,,,4351893_total
Bacteria,Terrabacteria group,,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,GCF_000807255.1_ASM80725v1,Clostridium,pasteurianum,DSM_525,4352101,,,,,,,,,,,,,,,,,,,,,,,4352101_total
Bacteria,Terrabacteria group,,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,GCF_001856645.1_ASM185664v1,Clostridium,pasteurianum,ATCC_6013,4352852,,,,,,,,,,,,,,,,,,,,,,,4352852_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000816025.1_ASM81602v1,Streptomyces,sp.,769,10100774,237512,,,,,,,,,,,,,,,,,,,,,,10338286_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000364805.1_ASM36480v1,Streptomyces,sp.,PAMC_26508,7526197,104048,,,,,,,,,,,,,,,,,,,,,,7630245_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000331185.2_ASM33118v2,Streptomyces,rimosus,ATCC_10970,9351267,292624,,,,,,,,,,,,,,,,,,,,,,9643891_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001281465.1_ASM128146v1,Cupriavidus,gilardii,CR3,3539530,2039213,,,,,,,,,,,,,,,,,,,,,,5578743_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000612505.1_ASM61250v1,Paenibacillus,sabinae,T27,5270569,,,,,,,,,,,,,,,,,,,,,,,5270569_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_001693385.1_ASM169338v1,Bradyrhizobium,icense,LMTR_13,8322773,,,,,,,,,,,,,,,,,,,,,,,8322773_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_012871055.1_ASM1287105v1,Bradyrhizobium,elkanii,USDA_61,9548186,101809,,,,,,,,,,,,,,,,,,,,,,9649995_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000338755.1_ASM33875v1,Bacillus,thuringiensis,HD73,5646799,77351,76490,71777,11769,8513,8241,7635,,,,,,,,,,,,,,,,5908575_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002887615.1_ASM288761v1,Vibrio,jasicida,090810c,3690481,2299042,,,,,,,,,,,,,,,,,,,,,,5989523_total
Bacteria,Terrabacteria group,,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,,GCF_000597865.1_ASM59786v1,Peptoclostridium,acidaminophilum,DSM_3953,2246262,808774,,,,,,,,,,,,,,,,,,,,,,3055036_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000341665.1_ASM34166v1,Bacillus,thuringiensis,IS5056,5491935,328151,285459,233730,107431,85134,68616,63864,39749,16206,15185,11331,9671,8251,6880,,,,,,,,,6771593_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_000346065.1_ASM34606v1,Sinorhizobium,meliloti,2011,3657276,1683348,1352561,,,,,,,,,,,,,,,,,,,,,6693185_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,GCF_000550745.1_ASM55074v1,Enterococcus,faecalis,DENG1,2961043,,,,,,,,,,,,,,,,,,,,,,,2961043_total
Bacteria,Terrabacteria group,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,,GCF_011067105.1_ASM1106710v1,Deinococcus,wulumuqiensis,R12,2857585,323544,222570,58965,43283,,,,,,,,,,,,,,,,,,,3505947_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,,GCF_000696675.2_ASM69667v2,Rhodococcus,erythropolis,R138,6236862,477915,91729,,,,,,,,,,,,,,,,,,,,,6806506_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000835145.1_ASM83514v1,Bacillus,amyloliquefaciens,KHG19,3953361,,,,,,,,,,,,,,,,,,,,,,,3953361_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,GCF_000504125.1_ASM50412v1,Enterococcus,mundtii,QU25,3022186,181920,82213,38528,23629,2584,,,,,,,,,,,,,,,,,,3351060_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_000698845.1_ASM69884v1,Rhizobium,sp.,IE4771,4475387,744104,729172,470125,393846,244771,,,,,,,,,,,,,,,,,,7057405_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,,GCF_003641205.1_ASM364120v1,Rhodococcus,sp.,P1Y,5868661,,,,,,,,,,,,,,,,,,,,,,,5868661_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000349795.1_ASM34979v1,Bacillus,subtilis,BAB-1,4021944,,,,,,,,,,,,,,,,,,,,,,,4021944_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,,GCF_023221595.1_ASM2322159v1,Rhodococcus,qingshengii,djl-6,6405102,516925,288399,108815,97898,96126,,,,,,,,,,,,,,,,,,7513265_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000385945.1_ASM38594v1,Streptomyces,fulvissimus,DSM_40593,7905758,,,,,,,,,,,,,,,,,,,,,,,7905758_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_015265495.1_ASM1526549v2,Mycobacterium,orygis,MUHC/MB/EPTB/Orygis/51145,4352140,,,,,,,,,,,,,,,,,,,,,,,4352140_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,GCF_000444405.1_ASM44440v1,Enterococcus,faecium,AUS0085,2994661,130716,67314,31004,9319,4072,2189,,,,,,,,,,,,,,,,,3239275_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000422125.1_ASM42212v1,Mycobacterium,tuberculosis,EAI5,4391174,,,,,,,,,,,,,,,,,,,,,,,4391174_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755945.1_ASM75594v1,Burkholderia,pseudomallei,MSHR5858,3925545,3146583,,,,,,,,,,,,,,,,,,,,,,7072128_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755925.1_ASM75592v1,Burkholderia,pseudomallei,HBPUB10134a,4017692,3200711,,,,,,,,,,,,,,,,,,,,,,7218403_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755905.1_ASM75590v1,Burkholderia,pseudomallei,HBPUB10303a,3984054,3194122,,,,,,,,,,,,,,,,,,,,,,7178176_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755965.1_ASM75596v1,Burkholderia,pseudomallei,MSHR5848,4054219,3236215,,,,,,,,,,,,,,,,,,,,,,7290434_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000756065.1_ASM75606v1,Burkholderia,pseudomallei,MSHR5855,4060827,3236977,,,,,,,,,,,,,,,,,,,,,,7297804_total
Bacteria,Terrabacteria group,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,,GCF_001007995.1_ASM100799v1,Deinococcus,soli,N5,3236984,,,,,,,,,,,,,,,,,,,,,,,3236984_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003595305.1_ASM359530v1,Ralstonia,pseudosolanacearum,RS_476,3716422,2094505,,,,,,,,,,,,,,,,,,,,,,5810927_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018243235.1_ASM1824323v1,Ralstonia,pseudosolanacearum,RS,3618724,1994515,,,,,,,,,,,,,,,,,,,,,,5613239_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_022625045.1_ASM2262504v1,Ralstonia,pseudosolanacearum,SL1931,3744397,2075606,50417,34545,,,,,,,,,,,,,,,,,,,,5904965_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_023518395.1_ASM2351839v1,Ralstonia,pseudosolanacearum,PeaFJ1,3800378,2008534,,,,,,,,,,,,,,,,,,,,,,5808912_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016743075.1_ASM1674307v1,Ralstonia,syzygii,UGMSS_Db01,3570277,1614911,,,,,,,,,,,,,,,,,,,,,,5185188_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_003627755.1_ASM362775v1,Rhizobium,jaguaris,CCGE525,4575315,2584926,550563,314764,,,,,,,,,,,,,,,,,,,,8025568_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,,GCF_002310855.1_ASM231085v1,Pseudoalteromonas,agarivorans,DSM_14585,3701940,843022,,,,,,,,,,,,,,,,,,,,,,4544962_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,,GCF_002221525.1_ASM222152v1,Pseudoalteromonas,espejiana,ATCC_29659,3720756,779695,,,,,,,,,,,,,,,,,,,,,,4500451_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,,GCF_001465295.1_ASM146529v1,Pseudoalteromonas,translucida,KMM_520,3390388,757205,,,,,,,,,,,,,,,,,,,,,,4147593_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_001563265.1_ASM156326v1,Sphingobium,sp.,TKS,4249857,989120,520614,195308,87635,75938,53908,34300,9585,7223,5391,,,,,,,,,,,,,6228879_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_008704425.1_ASM870442v1,Streptomyces,fradiae,ATCC_10745,6725579,,,,,,,,,,,,,,,,,,,,,,,6725579_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000522545.2_ASM52254v2,Paraburkholderia,caribensis,MBA4,3575012,3352623,2555069,,,,,,,,,,,,,,,,,,,,,9482704_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_022647505.1_ASM2264750v1,Pantoea,beijingensis,JZB2120001,4107390,,,,,,,,,,,,,,,,,,,,,,,4107390_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_015291305.1_ASM1529130v1,Bradyrhizobium,sp.,CCBAU_21365,9482549,,,,,,,,,,,,,,,,,,,,,,,9482549_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_004114975.1_ASM411497v1,Bradyrhizobium,guangdongense,CCBAU_51649,7456045,981946,,,,,,,,,,,,,,,,,,,,,,8437991_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_015291685.1_ASM1529168v1,Bradyrhizobium,guangdongense,CCBAU_51658,7454657,981946,,,,,,,,,,,,,,,,,,,,,,8436603_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_004114955.1_ASM411495v1,Bradyrhizobium,guangzhouense,CCBAU_51670,7158886,979291,,,,,,,,,,,,,,,,,,,,,,8138177_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_015291565.1_ASM1529156v1,Bradyrhizobium,sp.,CCBAU_51753,9120519,,,,,,,,,,,,,,,,,,,,,,,9120519_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_015291725.1_ASM1529172v1,Bradyrhizobium,sp.,CCBAU_51765,8416216,,,,,,,,,,,,,,,,,,,,,,,8416216_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_004114935.1_ASM411493v1,Bradyrhizobium,zhanjiangense,CCBAU_51778,9342022,,,,,,,,,,,,,,,,,,,,,,,9342022_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_015291665.1_ASM1529166v1,Bradyrhizobium,sp.,CCBAU_53338,7304317,979291,,,,,,,,,,,,,,,,,,,,,,8283608_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_015291645.1_ASM1529164v1,Bradyrhizobium,sp.,CCBAU_53340,7737220,979292,,,,,,,,,,,,,,,,,,,,,,8716512_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_015291745.1_ASM1529174v1,Bradyrhizobium,sp.,CCBAU_53351,7364031,979290,,,,,,,,,,,,,,,,,,,,,,8343321_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_004114915.1_ASM411491v1,Bradyrhizobium,guangxiense,CCBAU_53363,7220948,979173,,,,,,,,,,,,,,,,,,,,,,8200121_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_015291625.1_ASM1529162v1,Bradyrhizobium,sp.,CCBAU_53421,9259049,,,,,,,,,,,,,,,,,,,,,,,9259049_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_002796605.1_ASM279660v1,Sphingomonas,sp.,Cra20,4882990,155488,,,,,,,,,,,,,,,,,,,,,,5038478_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_000442435.1_ASM44243v1,Rhizobium,etli,Mim1,4284494,1082659,615363,512054,269426,252689,181313,,,,,,,,,,,,,,,,,7197998_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000831065.1_ASM83106v1,Bacillus,bombysepticus,Wang,5295783,577809,,,,,,,,,,,,,,,,,,,,,,5873592_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_001456115.1_ASM145611v1,Sphingobium,baderi,DE-13,4107398,229716,85174,73561,43676,21405,10566,6108,5818,,,,,,,,,,,,,,,4583422_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_019056675.1_ASM1905667v1,Streptomyces,sp.,GMY02,8512626,,,,,,,,,,,,,,,,,,,,,,,8512626_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000993825.1_ASM99382v1,Paenibacillus,durus,ATCC_35681,5575484,,,,,,,,,,,,,,,,,,,,,,,5575484_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001593765.1_ASM159376v1,Bacillus,amyloliquefaciens,UMAF6639,4034636,,,,,,,,,,,,,,,,,,,,,,,4034636_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_018966525.1_ASM1896652v1,Paenibacillus,sophorae,DSM_23020,5867720,,,,,,,,,,,,,,,,,,,,,,,5867720_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000439695.1_ASM43969v1,Burkholderia,pseudomallei,MSHR305,4054155,3373917,,,,,,,,,,,,,,,,,,,,,,7428072_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000430425.1_ASM43042v1,Vibrio,parahaemolyticus,CDC_K4557,3331580,1806995,,,,,,,,,,,,,,,,,,,,,,5138575_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000430405.1_ASM43040v1,Vibrio,parahaemolyticus,FDA_R31,3362228,1861334,,,,,,,,,,,,,,,,,,,,,,5223562_total
