,Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
2617,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_009296025.1_ASM929602v1,Streptomyces,tsukubensis,AT3,8615214,18766.0,,,,,,,,,,,,,,,,,,,,,,8633980_total
2447,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001886595.1_ASM188659v1,Streptomyces,venezuelae,NRRL_B-65442,8222198,158122.0,,,,,,,,,,,,,,,,,,,,,,8380320_total
3186,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000830005.1_ASM83000v1,Streptomyces,vietnamensis,GIM4.0001,8867142,286635.0,,,,,,,,,,,,,,,,,,,,,,9153777_total
3693,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000147815.2_ASM14781v3,Streptomyces,violaceusniger,Tu_4113,10657107,290055.0,191151.0,,,,,,,,,,,,,,,,,,,,,11138313_total
3887,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_003544875.1_ASM354487v1,Vibrio,alfacsensis,CAIM_1831,3136974,1596877.0,176380.0,,,,,,,,,,,,,,,,,,,,,4910231_total
3888,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_019670025.1_ASM1967002v1,Vibrio,alfacsensis,04Ya249,3190762,1653072.0,306247.0,82183.0,,,,,,,,,,,,,,,,,,,,5232264_total
3889,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_019670485.1_ASM1967048v1,Vibrio,alfacsensis,04Ya108,3168162,1553697.0,320083.0,221076.0,,,,,,,,,,,,,,,,,,,,5263018_total
4738,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009601765.2_ASM960176v2,Vibrio,algicola,SM1977,2518765,940642.0,52774.0,,,,,,,,,,,,,,,,,,,,,3512181_total
286,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001469735.1_ASM146973v1,Vibrio,alginolyticus,ATCC_33787,3362673,1851538.0,286750.0,128112.0,95866.0,,,,,,,,,,,,,,,,,,,5724939_total
287,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001679745.1_ASM167974v1,Vibrio,alginolyticus,ZJ-T,3535128,1870966.0,,,,,,,,,,,,,,,,,,,,,,5406094_total
288,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002119505.2_ASM211950v2,Vibrio,alginolyticus,K01M1,3468303,1883748.0,9064.0,,,,,,,,,,,,,,,,,,,,,5361115_total
289,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002119525.1_ASM211952v1,Vibrio,alginolyticus,K08M4,3298328,1587964.0,,,,,,,,,,,,,,,,,,,,,,4886292_total
296,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002953515.1_ASM295351v1,Vibrio,alginolyticus,FDAARGOS_108,3418310,1810594.0,217123.0,,,,,,,,,,,,,,,,,,,,,5446027_total
302,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763085.1_ASM976308v1,Vibrio,alginolyticus,2014V-1011,3341568,1808353.0,137319.0,131705.0,,,,,,,,,,,,,,,,,,,,5418945_total
304,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763845.1_ASM976384v1,Vibrio,alginolyticus,2010V-1102,3333610,1853370.0,157325.0,,,,,,,,,,,,,,,,,,,,,5344305_total
306,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_013368735.1_ASM1336873v1,Vibrio,alginolyticus,GS_MYPK1,3336177,1860661.0,266388.0,121537.0,38722.0,,,,,,,,,,,,,,,,,,,5623485_total
308,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_022343085.1_ASM2234308v1,Vibrio,alginolyticus,FJV2,3379103,1813378.0,33998.0,33975.0,,,,,,,,,,,,,,,,,,,,5260454_total
309,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_022343105.1_ASM2234310v1,Vibrio,alginolyticus,HNV2,3266502,1843725.0,90854.0,,,,,,,,,,,,,,,,,,,,,5201081_total
310,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_022343125.1_ASM2234312v1,Vibrio,alginolyticus,HYV1,3342267,1826343.0,40196.0,,,,,,,,,,,,,,,,,,,,,5208806_total
318,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_023650915.1_ASM2365091v1,Vibrio,alginolyticus,E110,3294375,1819821.0,36224.0,,,,,,,,,,,,,,,,,,,,,5150420_total
2463,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1,Vibrio,anguillarum,NB10,3119695,1187342.0,66798.0,,,,,,,,,,,,,,,,,,,,,4373835_total
2465,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002211505.1_ASM221150v1,Vibrio,anguillarum,87-9-116,3130467,1207658.0,,,,,,,,,,,,,,,,,,,,,,4338125_total
2467,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002212005.1_ASM221200v1,Vibrio,anguillarum,S3_4/9,2955425,1227548.0,,,,,,,,,,,,,,,,,,,,,,4182973_total
2469,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002287545.1_ASM228754v1,Vibrio,anguillarum,VIB43,3239943,1152744.0,15178.0,,,,,,,,,,,,,,,,,,,,,4407865_total
2470,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002291265.1_ASM229126v1,Vibrio,anguillarum,ATCC-68554,3078846,998051.0,65009.0,,,,,,,,,,,,,,,,,,,,,4141906_total
2471,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002310335.1_ASM231033v1,Vibrio,anguillarum,VIB12,3323092,1282503.0,292095.0,,,,,,,,,,,,,,,,,,,,,4897690_total
2473,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_003399575.2_ASM339957v2,Vibrio,anguillarum,J360,3320860,1172081.0,56630.0,,,,,,,,,,,,,,,,,,,,,4549571_total
2474,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_003595585.1_ASM359558v1,Vibrio,anguillarum,MHK3,2906233,1109692.0,,,,,,,,,,,,,,,,,,,,,,4015925_total
2475,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_021610025.1_ASM2161002v1,Vibrio,anguillarum,J382,3133133,1038699.0,76959.0,65573.0,,,,,,,,,,,,,,,,,,,,4314364_total
3798,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000217675.1_ASM21767v1,Vibrio,anguillarum,775,3063912,988135.0,,,,,,,,,,,,,,,,,,,,,,4052047_total
2860,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000024825.1_ASM2482v1,Vibrio,antiquarius,EX25,3259580,1829445.0,,,,,,,,,,,,,,,,,,,,,,5089025_total
4448,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002157735.2_ASM215773v2,Vibrio,aphrogenes,CA-1004,2494640,880504.0,,,,,,,,,,,,,,,,,,,,,,3375144_total
4683,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009363415.1_ASM936341v1,Vibrio,aquimaris,THAF100,3138671,1317907.0,39604.0,4831.0,,,,,,,,,,,,,,,,,,,,4501013_total
4261,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_010587385.1_ASM1058738v1,Vibrio,astriarenae,HN897,3120326,1679007.0,,,,,,,,,,,,,,,,,,,,,,4799333_total
3721,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000091465.1_ASM9146v1,Vibrio,atlanticus,LGP32,3299303,1675515.0,,,,,,,,,,,,,,,,,,,,,,4974818_total
4875,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_014879975.1_ASM1487997v1,Vibrio,bathopelagicus,Sal10,3649238,2018969.0,,,,,,,,,,,,,,,,,,,,,,5668207_total
3593,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001677275.1_ASM167727v1,Vibrio,breoganii,FF50,2807405,1343833.0,340942.0,,,,,,,,,,,,,,,,,,,,,4492180_total
515,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001969325.1_ASM196932v1,Vibrio,campbellii,LMB29,3486048,2214480.0,157074.0,143114.0,99317.0,95945.0,,,,,,,,,,,,,,,,,,6195978_total
516,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002140055.1_ASM214005v1,Vibrio,campbellii,20130629003S01,3621712,2245751.0,204531.0,143140.0,86121.0,70066.0,,,,,,,,,,,,,,,,,,6371321_total
517,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002142655.1_ASM214265v1,Vibrio,campbellii,LA16-V1,3579637,2230177.0,109793.0,73461.0,67308.0,63992.0,,,,,,,,,,,,,,,,,,6124368_total
519,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002906475.1_ASM290647v1,Vibrio,campbellii,BoB-53,3469516,1956059.0,,,,,,,,,,,,,,,,,,,,,,5425575_total
520,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_003312585.1_ASM331258v1,Vibrio,campbellii,DS40M4,3261651,1878023.0,77350.0,,,,,,,,,,,,,,,,,,,,,5217024_total
521,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_003691485.1_ASM369148v1,Vibrio,campbellii,170502,3524636,2149507.0,69012.0,,,,,,,,,,,,,,,,,,,,,5743155_total
522,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_022453845.1_ASM2245384v1,Vibrio,campbellii,IFL1,3559297,2179537.0,293418.0,98516.0,77175.0,31093.0,12981.0,,,,,,,,,,,,,,,,,6252017_total
523,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_024442155.1_ASM2444215v1,Vibrio,campbellii,LJC015,3166800,2057352.0,188489.0,87921.0,,,,,,,,,,,,,,,,,,,,5500562_total
524,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_024442175.1_ASM2444217v1,Vibrio,campbellii,LJC014,3297139,1877792.0,83399.0,,,,,,,,,,,,,,,,,,,,,5258330_total
525,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_024442195.1_ASM2444219v1,Vibrio,campbellii,LJC013,3390368,2063940.0,280319.0,97344.0,94078.0,,,,,,,,,,,,,,,,,,,5926049_total
526,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_024442215.1_ASM2444221v1,Vibrio,campbellii,LJC012,3432436,1955000.0,34734.0,,,,,,,,,,,,,,,,,,,,,5422170_total
527,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_024442235.1_ASM2444223v1,Vibrio,campbellii,LJC011,3332606,1938459.0,92706.0,74045.0,56406.0,38120.0,,,,,,,,,,,,,,,,,,5532342_total
5048,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000017705.1_ASM1770v1,Vibrio,campbellii,ATCC_BAA-1116;_BB120,3765351,2204018.0,89008.0,,,,,,,,,,,,,,,,,,,,,6058377_total
3711,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002218025.2_ASM221802v2,Vibrio,casei,DSM_22364,2756634,1200070.0,160294.0,16253.0,7520.0,,,,,,,,,,,,,,,,,,,4140771_total
2908,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_004022545.1_ASM402254v1,Vibrio,chagasii,ECSMB14107,3563604,1985753.0,,,,,,,,,,,,,,,,,,,,,,5549357_total
319,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000765415.1_ASM76541v1,Vibrio,cholerae,2012EL-2176,3043139,1047617.0,167267.0,,,,,,,,,,,,,,,,,,,,,4258023_total
320,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000788715.2_ASM78871v2,Vibrio,cholerae,2012Env-9,2937102,1124711.0,,,,,,,,,,,,,,,,,,,,,,4061813_total
336,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002313005.1_ASM231300v1,Vibrio,cholerae,ICDC-VC661,3026998,1057601.0,180116.0,,,,,,,,,,,,,,,,,,,,,4264715_total
345,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_003591575.1_ASM359157v1,Vibrio,cholerae,FORC_073,3031091,995003.0,,,,,,,,,,,,,,,,,,,,,,4026094_total
349,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_008369605.1_ASM836960v1,Vibrio,cholerae,RFB16,2948589,1140710.0,49113.0,,,,,,,,,,,,,,,,,,,,,4138412_total
350,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_008369625.1_ASM836962v1,Vibrio,cholerae,RFB05,3162181,1195141.0,,,,,,,,,,,,,,,,,,,,,,4357322_total
370,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_013357785.1_ASM1335778v1,Vibrio,cholerae,W6G,2967360,1202132.0,306484.0,,,,,,,,,,,,,,,,,,,,,4475976_total
372,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_013357825.1_ASM1335782v1,Vibrio,cholerae,E7G,3000460,1199805.0,80726.0,,,,,,,,,,,,,,,,,,,,,4280991_total
376,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_013462495.1_ASM1346249v1,Vibrio,cholerae,VC1374,3039067,1057006.0,140291.0,,,,,,,,,,,,,,,,,,,,,4236364_total
377,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_015168795.1_ASM1516879v1,Vibrio,cholerae,VC_hf7,3040054,1110251.0,6617.0,4268.0,,,,,,,,,,,,,,,,,,,,4161190_total
380,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_019458465.1_ASM1945846v1,Vibrio,cholerae,ICDC-VC702,3145023,1097465.0,33998.0,,,,,,,,,,,,,,,,,,,,,4276486_total
381,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_019504425.1_ASM1950442v1,Vibrio,cholerae,PS4,2784636,984931.0,,,,,,,,,,,,,,,,,,,,,,3769567_total
4392,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763805.1_ASM976380v1,Vibrio,cidicii,2756-81,3431466,1318756.0,,,,,,,,,,,,,,,,,,,,,,4750222_total
501,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009665395.1_ASM966539v1,Vibrio,cincinnatiensis,2409-02,2796027,1003509.0,,,,,,,,,,,,,,,,,,,,,,3799536_total
2932,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000763535.1_ASM76353v2,Vibrio,coralliilyticus,OCN014,3463115,1888898.0,380781.0,,,,,,,,,,,,,,,,,,,,,5732794_total
2934,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001693615.1_ASM169361v1,Vibrio,coralliilyticus,58,3504421,1933141.0,52449.0,,,,,,,,,,,,,,,,,,,,,5490011_total
2935,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_003391375.1_ASM339137v1,Vibrio,coralliilyticus,RE22,3532203,1915494.0,337275.0,,,,,,,,,,,,,,,,,,,,,5784972_total
2936,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_024449095.1_ASM2444909v1,Vibrio,coralliilyticus,SCSIO_43001,3304711,1539034.0,179815.0,,,,,,,,,,,,,,,,,,,,,5023560_total
4169,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_011212705.1_ASM1121270v1,Vibrio,coralliilyticus,OCN008,3483003,1907002.0,244689.0,,,,,,,,,,,,,,,,,,,,,5634694_total
3004,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_023221655.1_ASM2322165v1,Vibrio,crassostreae,ED395,3648048,2026002.0,,,,,,,,,,,,,,,,,,,,,,5674050_total
2423,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_005144905.1_ASM514490v1,Vibrio,cyclitrophicus,ECSMB14105,3336445,1737956.0,,,,,,,,,,,,,,,,,,,,,,5074401_total
2424,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_023205975.1_ASM2320597v1,Vibrio,cyclitrophicus,ED008,3439637,1857850.0,,,,,,,,,,,,,,,,,,,,,,5297487_total
2426,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_023206035.1_ASM2320603v1,Vibrio,cyclitrophicus,ED653,3387872,1710766.0,30774.0,,,,,,,,,,,,,,,,,,,,,5129412_total
2427,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_023206055.1_ASM2320605v1,Vibrio,cyclitrophicus,ED287,3571873,1917636.0,36676.0,,,,,,,,,,,,,,,,,,,,,5526185_total
2428,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002953335.1_ASM295333v1,Vibrio,diabolicus,FDAARGOS_96,3274995,1773503.0,125123.0,,,,,,,,,,,,,,,,,,,,,5173621_total
2429,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002953355.1_ASM295335v1,Vibrio,diabolicus,LMG_3418,3256603,1875198.0,,,,,,,,,,,,,,,,,,,,,,5131801_total
2430,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002953395.1_ASM295339v1,Vibrio,diabolicus,FDAARGOS_105,3393494,2032660.0,,,,,,,,,,,,,,,,,,,,,,5426154_total
2432,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_016812015.1_ASM1681201v1,Vibrio,diabolicus,SLV18,3208522,1769354.0,213874.0,111069.0,,,,,,,,,,,,,,,,,,,,5302819_total
3106,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_013154935.1_ASM1315493v1,Vibrio,europaeus,NPI-1,3312924,1797263.0,335672.0,,,,,,,,,,,,,,,,,,,,,5445859_total
3107,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_015654285.1_ASM1565428v1,Vibrio,europaeus,07/118_T2,3312463,1826963.0,419272.0,,,,,,,,,,,,,,,,,,,,,5558698_total
505,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001558415.2_ASM155841v2,Vibrio,fluvialis,ATCC_33809,3155838,1671895.0,,,,,,,,,,,,,,,,,,,,,,4827733_total
508,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763185.1_ASM976318v1,Vibrio,fluvialis,2015AW-0077,3168039,1523055.0,,,,,,,,,,,,,,,,,,,,,,4691094_total
511,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009764195.1_ASM976419v1,Vibrio,fluvialis,F8658,3221793,1665004.0,77598.0,,,,,,,,,,,,,,,,,,,,,4964395_total
2289,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_006364355.1_ASM636435v1,Vibrio,furnissii,FDAARGOS_777,3275692,1641536.0,76098.0,,,,,,,,,,,,,,,,,,,,,4993326_total
2290,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009665335.1_ASM966533v1,Vibrio,furnissii,2419-04,3371444,1612406.0,16678.0,,,,,,,,,,,,,,,,,,,,,5000528_total
2291,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763225.1_ASM976322v1,Vibrio,furnissii,2013V-1001,3359696,1726970.0,,,,,,,,,,,,,,,,,,,,,,5086666_total
2292,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763345.1_ASM976334v1,Vibrio,furnissii,2420-04,3348137,1577913.0,,,,,,,,,,,,,,,,,,,,,,4926050_total
2294,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_021249365.1_ASM2124936v1,Vibrio,furnissii,VFN3,3404211,1588410.0,193896.0,,,,,,,,,,,,,,,,,,,,,5186517_total
2296,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_024220035.1_ASM2422003v1,Vibrio,furnissii,104486766,3310083,1769151.0,198507.0,,,,,,,,,,,,,,,,,,,,,5277741_total
534,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002196515.1_ASM219651v1,Vibrio,gazogenes,ATCC_43942,3471064,1303572.0,11916.0,,,,,,,,,,,,,,,,,,,,,4786552_total
535,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_023920225.1_ASM2392022v1,Vibrio,gazogenes,PB1,3516273,1196206.0,,,,,,,,,,,,,,,,,,,,,,4712479_total
3101,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_022371215.1_ASM2237121v1,Vibrio,gigantis,ACE001,3453768,1847786.0,32130.0,,,,,,,,,,,,,,,,,,,,,5333684_total
396,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000770115.1_ASM77011v2,Vibrio,harveyi,ATCC_33843_(392_[MAV]),3621606,2259884.0,,,,,,,,,,,,,,,,,,,,,,5881490_total
398,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001908435.2_ASM190843v2,Vibrio,harveyi,QT520,3560044,2260627.0,113574.0,76744.0,59857.0,,,,,,,,,,,,,,,,,,,6070846_total
399,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002850295.1_ASM285029v1,Vibrio,harveyi,345,3713225,2220396.0,185327.0,66874.0,,,,,,,,,,,,,,,,,,,,6185822_total
4280,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002906655.1_ASM290665v1,Vibrio,hyugaensis,090810a,3530957,2081125.0,,,,,,,,,,,,,,,,,,,,,,5612082_total
4077,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002887615.1_ASM288761v1,Vibrio,jasicida,090810c,3690481,2299042.0,,,,,,,,,,,,,,,,,,,,,,5989523_total
2906,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001995825.2_ASM199582v2,Vibrio,kanaloae,R17,3160691,1508010.0,,,,,,,,,,,,,,,,,,,,,,4668701_total
3840,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_021441885.1_ASM2144188v1,Vibrio,maritimus,BH16,3577652,1983660.0,374417.0,,,,,,,,,,,,,,,,,,,,,5935729_total
536,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002214345.1_ASM221434v1,Vibrio,mediterranei,QT6D1,3613787,2127655.0,70734.0,,,,,,,,,,,,,,,,,,,,,5812176_total
537,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_003726935.1_ASM372693v1,Vibrio,mediterranei,117-T6,3698726,2081621.0,195680.0,,,,,,,,,,,,,,,,,,,,,5976027_total
4257,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009665255.1_ASM966525v1,Vibrio,metoecus,2011V-1169,2905724,1074151.0,,,,,,,,,,,,,,,,,,,,,,3979875_total
2120,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763765.1_ASM976376v1,Vibrio,metschnikovii,9502-00,2873510,747489.0,,,,,,,,,,,,,,,,,,,,,,3620999_total
2121,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763925.1_ASM976392v1,Vibrio,metschnikovii,07-2421,2928756,823324.0,,,,,,,,,,,,,,,,,,,,,,3752080_total
494,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001558475.2_ASM155847v2,Vibrio,mimicus,FDAARGOS_112,3091045,1347652.0,,,,,,,,,,,,,,,,,,,,,,4438697_total
495,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001767355.1_ASM176735v1,Vibrio,mimicus,SCCF01,3213040,1270975.0,,,,,,,,,,,,,,,,,,,,,,4484015_total
497,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763965.1_ASM976396v1,Vibrio,mimicus,07-2442,3037849,1172705.0,,,,,,,,,,,,,,,,,,,,,,4210554_total
500,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_019048845.1_ASM1904884v1,Vibrio,mimicus,Y4,3256425,1082652.0,7988.0,,,,,,,,,,,,,,,,,,,,,4347065_total
538,Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001680045.1_ASM168004v1,Vibrio,natriegens,CCUG_16371,3311485,1849962.0,,,,,,,,,,,,,,,,,,,,,,5161447_total
